ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
2288,simple,PCAM95Q,油畫圖案手機殼PCAM95Q,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint17.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint17-3D.jpg",,,,,,,,,0,,,,,,,,
2291,simple,PCAM95R,油畫圖案手機殼PCAM95R,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint18.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint18-3D.jpg",,,,,,,,,0,,,,,,,,
2294,simple,PCAM95S,油畫圖案手機殼PCAM95S,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint19.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint19-3D.jpg",,,,,,,,,0,,,,,,,,
2297,simple,PCAM95T,油畫圖案手機殼PCAM95T,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint20.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint20-3D.jpg",,,,,,,,,0,,,,,,,,
2300,simple,PCAM99A,雲石紋手機殼PCAM99A,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble01.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble01-3D.jpg",,,,,,,,,0,,,,,,,,
2303,simple,PCAM99B,雲石紋手機殼PCAM99B,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble02.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble02-3D.jpg",,,,,,,,,0,,,,,,,,
2306,simple,PCAM99C,雲石紋手機殼PCAM99C,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble03.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble03-3D.jpg",,,,,,,,,0,,,,,,,,
2309,simple,PCAM99D,雲石紋手機殼PCAM99D,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble04.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble04-3D.jpg",,,,,,,,,0,,,,,,,,
2312,simple,PCAM99E,雲石紋手機殼PCAM99E,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble05.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble05-3D.jpg",,,,,,,,,0,,,,,,,,
2315,simple,PCAM99F,雲石紋手機殼PCAM99F,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble06.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble06-3D.jpg",,,,,,,,,0,,,,,,,,
2318,simple,PCAM99G,雲石紋手機殼PCAM99G,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble07.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble07-3D.jpg",,,,,,,,,0,,,,,,,,
2321,simple,PCAM99H,雲石紋手機殼PCAM99H,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble08.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble08-3D.jpg",,,,,,,,,0,,,,,,,,
2324,simple,PCAM99I,雲石紋手機殼PCAM99I,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble09.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble09-3D.jpg",,,,,,,,,0,,,,,,,,
2327,simple,PCAM99J,雲石紋手機殼PCAM99J,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble10.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble10-3D.jpg",,,,,,,,,0,,,,,,,,
2330,simple,PCAM99K,雲石紋手機殼PCAM99K,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 雲石大理石紋手機殼","手機殼, 雲石",,"https://www.thecsdesign.com/wp-content/uploads/2021/01/marble11.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/marble11-3D.jpg",,,,,,,,,0,,,,,,,,
